text,rating,clean_text,text_length
"When my trusty Paperwhite died after 4 years I decided to with the top of the line to replace it. I shouldn't have done that. Other than the bluetooth for audible which I rarely use it's no better than what I had before. Yeah, the one hand design is nice, and yeah the larger screen size is good, but the auto brightness is actually worse than the original so I constantly have to manually override it. Haven't tested how waterproof it truly is, but hopefully the stronger build means that it will last longer than the old one. Not counting on it...<br /><br />Sadly, after less than 6 months the cellular (whispernet) connection no longer works. After wasting more than 46 minutes with ""customer service"" who couldn't figure out what was wrong with the device they decided that there was nothing they could do other than have me send in the device for evaluation. WTF?! Amazon is unwilling to replace the defective device with a new one even though it's still under warranty. Stay away from this poorly designed, unsupported, POS device. Bad design, poor quality, and zero customer service.",1.0,when my trusty paperwhite died after years i decided to with the top of the line to replace it i shouldnt have done that other than the bluetooth for audible which i rarely use its no better than what i had before yeah the one hand design is nice and yeah the larger screen size is good but the auto brightness is actually worse than the original so i constantly have to manually override it havent tested how waterproof it truly is but hopefully the stronger build means that it will last longer than the old one not counting on itbr br sadly after less than months the cellular whispernet connection no longer works after wasting more than minutes with customer service who couldnt figure out what was wrong with the device they decided that there was nothing they could do other than have me send in the device for evaluation wtf amazon is unwilling to replace the defective device with a new one even though its still under warranty stay away from this poorly designed unsupported pos device bad design poor quality and zero customer service,1045
Didnt insstall apple is not cut out to go on computer. Useless to me waste of $  Very disappointed,1.0,didnt insstall apple is not cut out to go on computer useless to me waste of very disappointed,94
I bought these to charge my iPad Pro.  They didn’t charge it (I have the new 12” Pro).  Returning.,1.0,i bought these to charge my ipad pro they didnt charge it i have the new pro returning,86
Didn't last very long.,1.0,didnt last very long,20
"The unit looks amazing, and that is where the compliments end.<br />The app, crashes,  crashes,  crashes,  crashes,  crashes,  crashes, .<br />Put in another device, same issue. I tried turning off all setting to bare<br />minimum, and would crash. Reinstalled, and crashed.<br />As it is with many of these cameras, they spend no time testing the apps.<br />I have a home security system, that works flawless with my phone. This is<br />a huge let down as needed one to watch my dog.<br />Support was nice, but seems to just think resetting fixes it. It doesn't.<br />The old adage you get what you pay for these inexpensive units seem to all fall short.<br />Saving up to buy a high level one for my Dog.",1.0,the unit looks amazing and that is where the compliments endbr the app crashes crashes crashes crashes crashes crashes br put in another device same issue i tried turning off all setting to barebr minimum and would crash reinstalled and crashedbr as it is with many of these cameras they spend no time testing the appsbr i have a home security system that works flawless with my phone this isbr a huge let down as needed one to watch my dogbr support was nice but seems to just think resetting fixes it it doesntbr the old adage you get what you pay for these inexpensive units seem to all fall shortbr saving up to buy a high level one for my dog,647
Didn’t come with cable ties or hdmi adapters. Returned for another one & once again didn’t come with cable ties or hdmi adapters.,1.0,didnt come with cable ties or hdmi adapters returned for another one once again didnt come with cable ties or hdmi adapters,123
CD player didn't work at all -- sent it back.,1.0,cd player didnt work at all sent it back,40
Not even a month in use and already stopped working. Do not recommend.,1.0,not even a month in use and already stopped working do not recommend,68
"Unreliable.  It will work for a few days, but then I always encounter connection issues and have to reset the device and often I have to repeat the setup.  This is my second unit because I returned the first one after it stopped working.  This one's probably just going in the trash.  I've contacted customer service several times about this, but nothing seems to resolve the issue. It has to be a problem with the device.  My last contact with customer service was truly bizarre.  That is, the person I talked to, or tried to talk to, seemed unaware of the actual meaning of customer service, he was completely uninterested in my call, and he was utterly unhelpful. I've wasted too much time trying to get it to work properly and I wish I hadn't wasted money on this thing.",1.0,unreliable it will work for a few days but then i always encounter connection issues and have to reset the device and often i have to repeat the setup this is my second unit because i returned the first one after it stopped working this ones probably just going in the trash ive contacted customer service several times about this but nothing seems to resolve the issue it has to be a problem with the device my last contact with customer service was truly bizarre that is the person i talked to or tried to talk to seemed unaware of the actual meaning of customer service he was completely uninterested in my call and he was utterly unhelpful ive wasted too much time trying to get it to work properly and i wish i hadnt wasted money on this thing,748
bought it for my wife she hasn't figured out how to work it,1.0,bought it for my wife she hasnt figured out how to work it,58
Fell apart in a month :(,1.0,fell apart in a month,21
false 2k this is very bad quailty,1.0,false k this is very bad quailty,32
"It is hard to recommend this. I suppose it did work for a while, but it was completely dead in 11 months.",1.0,it is hard to recommend this i suppose it did work for a while but it was completely dead in months,99
This is not authentic canon part.  The fit is less than perfect and the plastic weight are totally different than the real one.  I lost my original but this one is poorly made compared to original.,1.0,this is not authentic canon part the fit is less than perfect and the plastic weight are totally different than the real one i lost my original but this one is poorly made compared to original,192
"Bought it for travel as A) a travel monitor for my wife's business, and B) to take for playing Xbox on vacation.  Didn't get a chance to use it for a while but when I first got it it worked fine.  First trip where I actually wanted to use it, turned it on and screen was scrambled.  It was too late to return it to amazon and amex refused to warranty it.  It somehow got damaged in transit, although there was no physical damage to the case, screen or plastic.  Something internally just died.  I can sort of see an image but it's not holding sync.  Not usable at all.  So I can't recommend it.<br /><br />Otherwise there were positive and negative things about the design.  I wasn't thrilled that the power supply plugged in UNDER the stand.  Horrible design.  Also the HDMI and other connections were supposed to plug in under there as well. Those are the negatives.  The positives were that the overall case design was cool.  Just plastic and flimsy.  Bummer cause it was $$ down the drain.",1.0,bought it for travel as a a travel monitor for my wifes business and b to take for playing xbox on vacation didnt get a chance to use it for a while but when i first got it it worked fine first trip where i actually wanted to use it turned it on and screen was scrambled it was too late to return it to amazon and amex refused to warranty it it somehow got damaged in transit although there was no physical damage to the case screen or plastic something internally just died i can sort of see an image but its not holding sync not usable at all so i cant recommend itbr br otherwise there were positive and negative things about the design i wasnt thrilled that the power supply plugged in under the stand horrible design also the hdmi and other connections were supposed to plug in under there as well those are the negatives the positives were that the overall case design was cool just plastic and flimsy bummer cause it was down the drain,942
AWFUL! This was a waste of time - I got this for my mother but returned it - it never worked - it had a loud clicking sound and was not a consistent speed - waste of time it took to order and return.,1.0,awful this was a waste of time i got this for my mother but returned it it never worked it had a loud clicking sound and was not a consistent speed waste of time it took to order and return,189
"Does not work when the sun is shining directly on the doorbell.  Not a huge fan. I've had several packages left on my doorstep with no video. Ex:<br />FedEx truck parked in the driveway, wrote a note at the door, left their note, backed out of the driveway and there is no video of him being at my door or in the driveway.<br />*I 'd recommend the cloud cam placed in the window with  NIGHT vision turned OFF to work properly.*",1.0,does not work when the sun is shining directly on the doorbell not a huge fan ive had several packages left on my doorstep with no video exbr fedex truck parked in the driveway wrote a note at the door left their note backed out of the driveway and there is no video of him being at my door or in the drivewaybr i d recommend the cloud cam placed in the window with night vision turned off to work properly,406
"Is there such a thing as a minus 1,000 stars?",1.0,is there such a thing as a minus stars,38
"The firmware update process is clunky and dangerous. If your wifi goes out you can brick the camera. But I guess I won't have that risk as it requires a proprietary cable, which I don't have. The shutter is fragile. I'm on my second one. I've spent more on fixing my two olympus bodies than I have on every other camera I've owned combined. I will not buy another Olympus camera.",1.0,the firmware update process is clunky and dangerous if your wifi goes out you can brick the camera but i guess i wont have that risk as it requires a proprietary cable which i dont have the shutter is fragile im on my second one ive spent more on fixing my two olympus bodies than i have on every other camera ive owned combined i will not buy another olympus camera,366
The item received is not what is stated.  I bought a 150-watt charger but received a 130-watt charger and my laptop is still useless and more time wasted.,1.0,the item received is not what is stated i bought a watt charger but received a watt charger and my laptop is still useless and more time wasted,143
"VERY disappointing!  When it arrived, item appeared to have been used and returned so I believe I received a previously returned item.  The Roku 3 WAS defective and after calling Roku and going through multiple &#34;tests&#34; they admitted it was defective.  However, I had to pay to return it to them ($10.00) and that sucks.  They stated they would send me a new unit within 2 to 3 days after receiving the defective one.  My main disappointment is with Amazon - first, for sending me an item that I believe had already been returned to them; second, they only allow 30 days to return a defective item and I am not happy about that.  And, I do not like the way this Roku 3 works, but I'm hoping it's because it was defective.  We'll see if/when I receive the new one.",1.0,very disappointing when it arrived item appeared to have been used and returned so i believe i received a previously returned item the roku was defective and after calling roku and going through multiple tests they admitted it was defective however i had to pay to return it to them and that sucks they stated they would send me a new unit within to days after receiving the defective one my main disappointment is with amazon first for sending me an item that i believe had already been returned to them second they only allow days to return a defective item and i am not happy about that and i do not like the way this roku works but im hoping its because it was defective well see ifwhen i receive the new one,712
I gave this to my grandson as a Christmas gift.  When trying to download the software they get a WARING that it contains a virus. I tried IT on my computer with the same results. I have tried to contact the seller but have gotten no response to my requests for updated software or a refund!!<br />DO NOT BUY THIS!,1.0,i gave this to my grandson as a christmas gift when trying to download the software they get a waring that it contains a virus i tried it on my computer with the same results i have tried to contact the seller but have gotten no response to my requests for updated software or a refundbr do not buy this,303
"So after many failed attempts to link with Amazon I'm making a review. The app leaves much to be desired it's total trash. I have tried linking my account via laptop etc doesn't work.<br /><br />Motion activation may work... But with the exception of 1-2x it hasn't notified me if people are by the door. The doorbell function does work as intended, however I bought this to link with Amazon and alexa so it can notify me via my echo show /studio /dot devices around the house also.<br /><br />Next we have the subject of the subscription fee. It's per device, which means if you have the 5 cameras and the doorbell your paying a lot per month. Why the hell is it not an account based system that you set up an account pay 20$ a month and you can have unlimited devices? These things don't work without wifi so if the power goes out they are useless as a security system.<br /><br />My suggestion for people is buy a standalone camera setup with recorder. You can even set most up for remote login via your phone, several are internet connected and can notify you if there's motion. Sure some are more expensive but don't think for a minute this is cheap vs those. What those cost up front this will rack up in the long term with subscription fees. While you can use it without a subscription you use many of the features.",1.0,so after many failed attempts to link with amazon im making a review the app leaves much to be desired its total trash i have tried linking my account via laptop etc doesnt workbr br motion activation may work but with the exception of x it hasnt notified me if people are by the door the doorbell function does work as intended however i bought this to link with amazon and alexa so it can notify me via my echo show studio dot devices around the house alsobr br next we have the subject of the subscription fee its per device which means if you have the cameras and the doorbell your paying a lot per month why the hell is it not an account based system that you set up an account pay a month and you can have unlimited devices these things dont work without wifi so if the power goes out they are useless as a security systembr br my suggestion for people is buy a standalone camera setup with recorder you can even set most up for remote login via your phone several are internet connected and can notify you if theres motion sure some are more expensive but dont think for a minute this is cheap vs those what those cost up front this will rack up in the long term with subscription fees while you can use it without a subscription you use many of the features,1265
"Update: I have changed my 5-star review to a 1-star. This unit just stopped working; it wouldn't read a battery at all. I don't know how the ones I've given to family and friends are holding up, but this unit is dead. Quite frustrating. I won't be buying any more of this type of battery tester.<br /><br />I've lost count of how many I've bought and shared with friends and family.  Since my first purchase years ago, I've considered this little tester to be an essential tool in my tool box. The tester itself has no batteries. It has contact points that you line up with a battery's contact points. The digital display shows you the volts the battery has. Or doesn't have—a completely dead battery doesn't register anything, so all you see is a blank screen. You'll also get a blank-screen display if the contacts aren't lined up correctly. This tool has saved me money by showing me which batteries still have a full charge and which need to be discarded. I've used it for all sizes of the ""button"" batteries, 9-volt batteries, and for sizes AAAA to D flashlight-type batteries.<br /><br />It's also highly effective in getting rid of guests who don't know when to go home. Pull out the battery tester and a container of batteries, and say ""Hey, guys, want to see something cool??"" Then proceed to test each battery, enthusing over the reading and making sure each person gets to see the tiny screen for themselves. Act surprised when your guests say they have to leave...",1.0,update i have changed my star review to a star this unit just stopped working it wouldnt read a battery at all i dont know how the ones ive given to family and friends are holding up but this unit is dead quite frustrating i wont be buying any more of this type of battery testerbr br ive lost count of how many ive bought and shared with friends and family since my first purchase years ago ive considered this little tester to be an essential tool in my tool box the tester itself has no batteries it has contact points that you line up with a batterys contact points the digital display shows you the volts the battery has or doesnt havea completely dead battery doesnt register anything so all you see is a blank screen youll also get a blankscreen display if the contacts arent lined up correctly this tool has saved me money by showing me which batteries still have a full charge and which need to be discarded ive used it for all sizes of the button batteries volt batteries and for sizes aaaa to d flashlighttype batteriesbr br its also highly effective in getting rid of guests who dont know when to go home pull out the battery tester and a container of batteries and say hey guys want to see something cool then proceed to test each battery enthusing over the reading and making sure each person gets to see the tiny screen for themselves act surprised when your guests say they have to leave,1403
"It was easy to use. I downloaded ap, plugged it it and it transferred pics.<br /><br />BUT… When it came to videos it got “stuck.” On #32 of 39 videos it just stopped. 40 minutes I was “patient”. I wrote to customer service and the canned reply said it would take 24. -48 hours for them to answer me.  Since I can’t leave that in my phone the entire time, I selected “cancel”.  It went like that (spin and spin and spin) another 40 min and nothing.  So I removed the device.  BUT… when I removed it, the lightening portion stayed in and the device pulled out.  (The phone had fallen from the desk onto the floor but…) IT BROKE!<br /><br />Once again I wrote to customer service.  Nothing.<br />5 days go by so I write  again.. It’s now been 5 MORE days…  NOTHING.<br /><br />It’s bad enough to be out $150 but customer service won’t even RESPOND!<br /><br />I would not buy from picture keeper again.  Plenty others on the market doing much of the same thing",1.0,it was easy to use i downloaded ap plugged it it and it transferred picsbr br but when it came to videos it got stuck on of videos it just stopped minutes i was patient i wrote to customer service and the canned reply said it would take hours for them to answer me since i cant leave that in my phone the entire time i selected cancel it went like that spin and spin and spin another min and nothing so i removed the device but when i removed it the lightening portion stayed in and the device pulled out the phone had fallen from the desk onto the floor but it brokebr br once again i wrote to customer service nothingbr days go by so i write again its now been more days nothingbr br its bad enough to be out but customer service wont even respondbr br i would not buy from picture keeper again plenty others on the market doing much of the same thing,853
"This item was cheap, and that's where the pros end. Though it is advertised to fit the iPad 4, it does not. It did fit okay around the top and bottom of my device, but the sides ""buckled"" and stood straight up, rather than wrap around it, as they should. Aside from that, the silicone material was AWFUL. I couldn't stand the way it felt when I touched it, and EVERYTHING sticks to it...dirt, dust, lint, pet hair, etc., AND IT'S BLACK, so it's extremely noticeable.<br /><br />Update: I contacted the seller, and was informed that this case is not intended to fit the iPad 4 (this was a ""listing error"" on their part). They said they will issue me a full refund. Hopefully, they will also update the listing to avoid future mishaps, but I am writing this just in case. :)",1.0,this item was cheap and thats where the pros end though it is advertised to fit the ipad it does not it did fit okay around the top and bottom of my device but the sides buckled and stood straight up rather than wrap around it as they should aside from that the silicone material was awful i couldnt stand the way it felt when i touched it and everything sticks to itdirt dust lint pet hair etc and its black so its extremely noticeablebr br update i contacted the seller and was informed that this case is not intended to fit the ipad this was a listing error on their part they said they will issue me a full refund hopefully they will also update the listing to avoid future mishaps but i am writing this just in case,720
"Wires keep cutting out but with all the issues they give you to return I’m not wasting my time, energy or money on returning the wires. Just got some at Walmart instead",1.0,wires keep cutting out but with all the issues they give you to return im not wasting my time energy or money on returning the wires just got some at walmart instead,165
"The cord that powers the light is way too short. The company also suggests NOT to use extensions or OTHER cables.<br /><br />Unless your desktop is right next to your monitor, I would look elsewhere.",1.0,the cord that powers the light is way too short the company also suggests not to use extensions or other cablesbr br unless your desktop is right next to your monitor i would look elsewhere,189
Doesn't work,1.0,doesnt work,11
"I bought this drive and have been using it as a storage drive.  I use it rarely and handle it with care.  It has now started to be recognized by Windows and then not recognized about every 3 minutes.  I can't even keep it recognized long enough to get the data transferred to a new drive I just bought.  The tech people at Iomega are miserable and although I entered the serial number twice and their site said it was under warranty, they refused to even use chat support.  The woman gave no advice except to say I've had the drive ten years which is not true.  I didn't even have a computer 10 years ago and they didn't make this drive 10 years ago.  I then read the forum posts and found one after another conplaints of computers not recognizing Iomega drives.  There were no solutions offerred.  I would never buy another product from Iomega as they make defective drives and have nasty tech support.",1.0,i bought this drive and have been using it as a storage drive i use it rarely and handle it with care it has now started to be recognized by windows and then not recognized about every minutes i cant even keep it recognized long enough to get the data transferred to a new drive i just bought the tech people at iomega are miserable and although i entered the serial number twice and their site said it was under warranty they refused to even use chat support the woman gave no advice except to say ive had the drive ten years which is not true i didnt even have a computer years ago and they didnt make this drive years ago i then read the forum posts and found one after another conplaints of computers not recognizing iomega drives there were no solutions offerred i would never buy another product from iomega as they make defective drives and have nasty tech support,871
"It’s a great concept for game night, when it works.<br />The roll out was limited to very few games. My kids found the current game selection entertaining for about ten minutes. Also has issues disconnecting to the Echo Dot 2nd gen that makes playing tedious.",1.0,its a great concept for game night when it worksbr the roll out was limited to very few games my kids found the current game selection entertaining for about ten minutes also has issues disconnecting to the echo dot nd gen that makes playing tedious,249
Wouldn't buy again. One broke literally in 2 hours after receiving. Not built well at all. On to the second one hope it lasts the night.,1.0,wouldnt buy again one broke literally in hours after receiving not built well at all on to the second one hope it lasts the night,129
"These were 'fine' headphones, not quite worth the price but fine... and then the battery life just died off. They last maybe two hours on a charge. I don't know what's happened to Anker product but I think I'm done with them across the board.",1.0,these were fine headphones not quite worth the price but fine and then the battery life just died off they last maybe two hours on a charge i dont know whats happened to anker product but i think im done with them across the board,230
"These are the very first words i’ve written with my new cover/keyboard. I LOVE IT! I can’t speak to the longevity of the charge because I’ve only had it for a few hours but honestly what a nice product!!! I’m using it with my iPad Air 2 ((2014). It took a couple of tries with the Bluetooth but it did connect so don’t give up if it doesn’t work for you the first couple tries. I turned off the Bluetooth  my settings and restarted. Then turned Bluetooth back on and reconnected. It worked on the second try.<br /><br />Several months ago this stopped working. I don't know if it was defective or too close to the microwave? Anyway, Its disappointing I only got a couple of months out of it. - Looks like they're not selling it anymore.",1.0,these are the very first words ive written with my new coverkeyboard i love it i cant speak to the longevity of the charge because ive only had it for a few hours but honestly what a nice product im using it with my ipad air it took a couple of tries with the bluetooth but it did connect so dont give up if it doesnt work for you the first couple tries i turned off the bluetooth my settings and restarted then turned bluetooth back on and reconnected it worked on the second trybr br several months ago this stopped working i dont know if it was defective or too close to the microwave anyway its disappointing i only got a couple of months out of it looks like theyre not selling it anymore,693
"I bought this for my Nikon 18mm- 10 mm lens. The are a bunch of these replacement hoods out there and this one seemed reasonable.  I received it today and put it on the lens.  It is a screw on hood,  not a bayonet mount like the Nikon HB32.  It took a while to get it on right as the threads are not a perfect fit.  I get it on the lens and look through the viewfinder.  There were a couple of dark spots sheer you can see the hood at 18mm up to about 24mm.  I tried talking off the filter and it was even worse,  then I tried to screw it in even tighter, but nothing worked.  The lens cap holder and brush are nice,  but the hood is useless.",1.0,i bought this for my nikon mm mm lens the are a bunch of these replacement hoods out there and this one seemed reasonable i received it today and put it on the lens it is a screw on hood not a bayonet mount like the nikon hb it took a while to get it on right as the threads are not a perfect fit i get it on the lens and look through the viewfinder there were a couple of dark spots sheer you can see the hood at mm up to about mm i tried talking off the filter and it was even worse then i tried to screw it in even tighter but nothing worked the lens cap holder and brush are nice but the hood is useless,607
Poor quality.  Muffled and distorted sound. Will be returning.,1.0,poor quality muffled and distorted sound will be returning,58
Wouldn’t recommend ‼️,1.0,wouldnt recommend,17
[[VIDEOID:2a5bfc2d3aba9fbe87c173c9a6e3ebe7]] Does not work for 7th generation model A2197. Connects to only disconnect. No proper instructions or videos or customer service available for help. Will be refunded and I don’t recommend.,1.0,videoidabfcdabafbeccaeebe does not work for th generation model a connects to only disconnect no proper instructions or videos or customer service available for help will be refunded and i dont recommend,203
"Did not work, had to send back",1.0,did not work had to send back,29
Product is useless as the zipper closes once then never again; unfortunately they use a horribly cheap zipper that will not align and force the teeth together properly.,1.0,product is useless as the zipper closes once then never again unfortunately they use a horribly cheap zipper that will not align and force the teeth together properly,166
"With my brand new Galaxy Tab A, it was put on correctly.  First of all, it does NOT cover all the screen width (5 inch).  The screen dulls the screen clarity.  Last, the bubbles are a mess.  Sorry but I had to just throw it out but kept the Galaxy Tab A which works great.",1.0,with my brand new galaxy tab a it was put on correctly first of all it does not cover all the screen width inch the screen dulls the screen clarity last the bubbles are a mess sorry but i had to just throw it out but kept the galaxy tab a which works great,256
It's too slow it takes forever for the camera to turn on so I can see somebody and talk to them by then they could have done or taken lots of things that may have been delivered.,1.0,its too slow it takes forever for the camera to turn on so i can see somebody and talk to them by then they could have done or taken lots of things that may have been delivered,176
Breaks very easily this is my second one and it broke as well,1.0,breaks very easily this is my second one and it broke as well,61
Company is supposed to send me a newer revision once it is fixed. Apparently I was one of the first to receive the case and the edges are not rounded making them sharp and uncomfortable to hold. Should they follow up and send new case that is better I will update my review.,1.0,company is supposed to send me a newer revision once it is fixed apparently i was one of the first to receive the case and the edges are not rounded making them sharp and uncomfortable to hold should they follow up and send new case that is better i will update my review,271
"Don't know how I didn't notice there are no Home, PgUp/Down, Delete, or End key.  It's pretty annoying.<br />My last HP Chromebook had those.<br />[[ASIN:B00B7HW5YE HP Pavilion Chromebook 14-c010us 14-Inch Laptop (Black)]]<br /><br />Sometimes things are slow to load.<br /><br />Otherwise it's fine.<br /><br />UPDATE:  Slow to load webpages.  Vimeo always locks up in fullscreen.  Randomly shuts off.  My old HP Chromebook was better.",1.0,dont know how i didnt notice there are no home pgupdown delete or end key its pretty annoyingbr my last hp chromebook had thosebr asinbbhwye hp pavilion chromebook cus inch laptop blackbr br sometimes things are slow to loadbr br otherwise its finebr br update slow to load webpages vimeo always locks up in fullscreen randomly shuts off my old hp chromebook was better,369
"I've been using a Fitbit for about two years, I bought the Flex shortly after it came out. I have lost count of how many warranty replacements Fitbit has sent me because the unit stopped charging ... for sure it was more than four. I received a replacement a few weeks ago and it also stopped charging.<br /><br />I really tried to stick with the company but this is unacceptable.",1.0,ive been using a fitbit for about two years i bought the flex shortly after it came out i have lost count of how many warranty replacements fitbit has sent me because the unit stopped charging for sure it was more than four i received a replacement a few weeks ago and it also stopped chargingbr br i really tried to stick with the company but this is unacceptable,364
"Super cute bands, color wears off Ina week or so, not a good replacement",1.0,super cute bands color wears off ina week or so not a good replacement,70
"I’m comparing these two logitech Z533 which is what I used to have until the subwoofer went dead on one of the channels. So compared to those, which by the way I got for 50 bucks from Office Depot, these speakers are just a sad sad attempt at computer speakers. The logitech Z533 are now  $150, But you can get them from way less when they’re on sale. Quite frankly, I’m thinking about returning These and then spending a bit more money but getting the logitech again. They did serve me well for six years. And mind you the speakers, the satellites that is, they still work just fine. It’s just that there is probably a loose soldering inside the boombox that is the subwoofer. But I’m not technical enough to play around with that. All I know is that they have much much better fuller sound than these. So I have almost become a snob when it comes to computer speakers – I expect the best for the least amount of money",1.0,im comparing these two logitech z which is what i used to have until the subwoofer went dead on one of the channels so compared to those which by the way i got for bucks from office depot these speakers are just a sad sad attempt at computer speakers the logitech z are now but you can get them from way less when theyre on sale quite frankly im thinking about returning these and then spending a bit more money but getting the logitech again they did serve me well for six years and mind you the speakers the satellites that is they still work just fine its just that there is probably a loose soldering inside the boombox that is the subwoofer but im not technical enough to play around with that all i know is that they have much much better fuller sound than these so i have almost become a snob when it comes to computer speakers i expect the best for the least amount of money,882
"Just received my cable and unfortunately it does not work with my Samsung U28D590 4k monitor. It's only displaying 2560x1440 but it is running at 60hz. The specifications for this cable say it can run 4k at 60hz, but in my case this is not true.",1.0,just received my cable and unfortunately it does not work with my samsung ud k monitor its only displaying x but it is running at hz the specifications for this cable say it can run k at hz but in my case this is not true,221
"I bought this computer more than a year a go and has been struggling with it. The internet card has an issue and I can not even watch a youtube video. The main use of this computer is for school work and I take classes online.  When I contacted dell tech support for assistance, they refused to help me and claimed the computer is not registered with them even though I did register the computer at the dell website and got an email confirming the registration. They told me I need to call their customer service department so they can register it over the phone so that tech support can help me. I contacted dell customer service again and they asked for an order number from dell; well I don't have one because I bought it from Amazon. Even a three way call between amazon, dell and me could not resolve the problem. Amazon has been amazing through out but Dell refused to help because their system does not recognize my computer service tag.  After spending several hours on the phone with dell customer service only to be transferred from one rep to the other, no one from dell could help me and my computer issue has not been addressed by dell.  Never buying a dell computer again!!!!",1.0,i bought this computer more than a year a go and has been struggling with it the internet card has an issue and i can not even watch a youtube video the main use of this computer is for school work and i take classes online when i contacted dell tech support for assistance they refused to help me and claimed the computer is not registered with them even though i did register the computer at the dell website and got an email confirming the registration they told me i need to call their customer service department so they can register it over the phone so that tech support can help me i contacted dell customer service again and they asked for an order number from dell well i dont have one because i bought it from amazon even a three way call between amazon dell and me could not resolve the problem amazon has been amazing through out but dell refused to help because their system does not recognize my computer service tag after spending several hours on the phone with dell customer service only to be transferred from one rep to the other no one from dell could help me and my computer issue has not been addressed by dell never buying a dell computer again,1168
Did not fit my device at all.,1.0,did not fit my device at all,28
"Bought this as a second.charger for my HDX to keep in my family room, purely as a convenience.  Plugged it in last night and started charging the tablet. After a half hour my curiosity got the best of me and I wanted to see the charging progress. Tablet was charging, but I happened to touch the charger and could not believe in that short span of time how HOT the charger had become.  Since I feel it is a safety hazard, it is now in my garbage.",1.0,bought this as a secondcharger for my hdx to keep in my family room purely as a convenience plugged it in last night and started charging the tablet after a half hour my curiosity got the best of me and i wanted to see the charging progress tablet was charging but i happened to touch the charger and could not believe in that short span of time how hot the charger had become since i feel it is a safety hazard it is now in my garbage,435
"Worked for about 30 minutes, then nothing!!  Useless product.  Would not recommend this product",1.0,worked for about minutes then nothing useless product would not recommend this product,86
"So we set this up about a month ago and followed the instructions perfectly. It's very easy to set up. The wires are color coded for you in fact. We turned it on to watch a movie and then out of nowhere it shut itself off. We turned it back on again, and a few minutes later it shut itself off again. It's done this repeatedly. Some times it only takes a few minutes, while other times it'll stay on for a good hour or longer before shutting itself off. Obviously there is no auto shut off feature if it does it inconsistently. If it shut off every hour, then I'd know it must be timed, but it's not. It's random as to when it decides to shut off. And no, our unit doesn't get overheated or anything. It's got good ventilation and when I touch it I never feel heat.<br /><br />Another problem we've encountered is when the sound just stops. The screen stays up, but the sound just stops whenever it wants. And no, it's not too loud. I keep it at a reasonable volume at only 15 or 20 (not high at all). This has happened repeatedly as well.<br /><br />One night we got so sick of it that we just unplugged it and tossed it in the dumpster outside our apartment. We were that fed up with it. We kept the speakers since they themselves aren't the problem, it's the receiver that's the issue. It's junk. Don't buy it. Go with a higher quality brand instead, like Samsung.",1.0,so we set this up about a month ago and followed the instructions perfectly its very easy to set up the wires are color coded for you in fact we turned it on to watch a movie and then out of nowhere it shut itself off we turned it back on again and a few minutes later it shut itself off again its done this repeatedly some times it only takes a few minutes while other times itll stay on for a good hour or longer before shutting itself off obviously there is no auto shut off feature if it does it inconsistently if it shut off every hour then id know it must be timed but its not its random as to when it decides to shut off and no our unit doesnt get overheated or anything its got good ventilation and when i touch it i never feel heatbr br another problem weve encountered is when the sound just stops the screen stays up but the sound just stops whenever it wants and no its not too loud i keep it at a reasonable volume at only or not high at all this has happened repeatedly as wellbr br one night we got so sick of it that we just unplugged it and tossed it in the dumpster outside our apartment we were that fed up with it we kept the speakers since they themselves arent the problem its the receiver thats the issue its junk dont buy it go with a higher quality brand instead like samsung,1300
This doesn't work. I had a 4000 sq feet house and had difficulty in getting speed in the downstairs (my AT&T gigabit wifi router is upstairs) .The At&T technician installed this one in my office room where I get the weak wifi signal.I did the speed tests separately  with this adapter connected and without it (with just wifi on).with wifi;I got about 120Mbps with wifi and  48Mbps with the adapter..I did the test 5 times and the results are more or less in the same range.,1.0,this doesnt work i had a sq feet house and had difficulty in getting speed in the downstairs my att gigabit wifi router is upstairs the att technician installed this one in my office room where i get the weak wifi signali did the speed tests separately with this adapter connected and without it with just wifi onwith wifii got about mbps with wifi and mbps with the adapteri did the test times and the results are more or less in the same range,445
"This is a total waste of money. None of the audio worked on the 8 cameras. The resolution through the cameras looks like a potato is being used to film whatever you're seeing on the screen. If you're saving to the included hard drive, it will only save about 1 days worth of footage (using all 8 channels). The user interface looks like it belongs in the 70's. Not even a year and the hard-drive has quit working.<br /><br />Hopefully someone will see this review, and it will save them the headache of dealing with this piece of junk.",1.0,this is a total waste of money none of the audio worked on the cameras the resolution through the cameras looks like a potato is being used to film whatever youre seeing on the screen if youre saving to the included hard drive it will only save about days worth of footage using all channels the user interface looks like it belongs in the s not even a year and the harddrive has quit workingbr br hopefully someone will see this review and it will save them the headache of dealing with this piece of junk,506
$36 for non-function in less than 2 months of use. Disgusted.,1.0,for nonfunction in less than months of use disgusted,52
