text,rating,clean_text,text_length
"I have purchased several of these over the last few months.  Very easy to use with the TV, no compatibility issues.<br />My puppies love them too :)",5.0,i have purchased several of these over the last few months very easy to use with the tv no compatibility issuesbr my puppies love them too,138
"I had bought one of these glass shields for my iPhone and loved it, so I decided I’d get one for my iPad.  I HATE fingerprints on my screens and I could never keep them off my iPad.  Installation on the iPad was harder than the iPhone installation because of its size.  I could only get most of the bubbles out, not all.  I decided to live with them.  I realized a few days later that the air bubbles worked themselves out!  I no longer get fingerprints on my screen, the touch is just like the glass shield is not there, and I feel like my iPad screen has extra protection.  This was definitely a good buy for me.",5.0,i had bought one of these glass shields for my iphone and loved it so i decided id get one for my ipad i hate fingerprints on my screens and i could never keep them off my ipad installation on the ipad was harder than the iphone installation because of its size i could only get most of the bubbles out not all i decided to live with them i realized a few days later that the air bubbles worked themselves out i no longer get fingerprints on my screen the touch is just like the glass shield is not there and i feel like my ipad screen has extra protection this was definitely a good buy for me,594
"A handy product but it has some downsides. It advertises you can use certain apps if you buy it. But you cannot use certain apps without premium subscriptions to the apps. I was looking forward to using the Spotify app with my Fitbit. Spotify can be used free when you download their app. But on Fitbit you can only use Spotify if you have the premium subscription to Spotify. Well, I'm not buying a premium subscription for an app that I can use for free everywhere else. And it would be nice to be able to use the music apps that I do have subscriptions to like Amazon Music. Good for keeping track of steps and heartbeat. Good at keeping you motivated to stay active.",5.0,a handy product but it has some downsides it advertises you can use certain apps if you buy it but you cannot use certain apps without premium subscriptions to the apps i was looking forward to using the spotify app with my fitbit spotify can be used free when you download their app but on fitbit you can only use spotify if you have the premium subscription to spotify well im not buying a premium subscription for an app that i can use for free everywhere else and it would be nice to be able to use the music apps that i do have subscriptions to like amazon music good for keeping track of steps and heartbeat good at keeping you motivated to stay active,658
"Although I am a huge fan of printed books, I got this to supplement. Pleased so far. Will try to connect to my library for free books, since I'm being frugal.",5.0,although i am a huge fan of printed books i got this to supplement pleased so far will try to connect to my library for free books since im being frugal,152
works,5.0,works,5
I love it! My 15.6 laptop fits perfectly!,5.0,i love it my laptop fits perfectly,34
"ever thing i want in a music box. I can easy load my mp3 player also. this is great if you have to serve on jury duty. You can also record music from the box down to your mp3 player. That's cool! You can also use you phone's music and play it on this box,Just plug it in and let the toon fly...",5.0,ever thing i want in a music box i can easy load my mp player also this is great if you have to serve on jury duty you can also record music from the box down to your mp player thats cool you can also use you phones music and play it on this boxjust plug it in and let the toon fly,281
My son uses these headphones with his iPhone. They work great and are comfortable. Would definitely buy again!,5.0,my son uses these headphones with his iphone they work great and are comfortable would definitely buy again,107
Exactly what I needed and works just perfect. No degrade in picture quality at all and I ran the resolution/bundle test first and after; not a single figure changed.,5.0,exactly what i needed and works just perfect no degrade in picture quality at all and i ran the resolutionbundle test first and after not a single figure changed,161
The image quality is remarkable for binoculars at this price. I've given them as gifts to two friends who have property in the country and they use them constantly to monitor the wildlife on their places. One of them has bought these for both sons.,5.0,the image quality is remarkable for binoculars at this price ive given them as gifts to two friends who have property in the country and they use them constantly to monitor the wildlife on their places one of them has bought these for both sons,244
cheap and work great!!,5.0,cheap and work great,20
The best purchase I brought. I had to get it cuz someone was knocking on my door and touching the door knob. It was like 3 times. So I got a motion alarm that sounds off if anybody trys to break in and with this door knob alarm it works well with it. If anybody touches my door knob or gets close to my door both alarms sounds off loud. It woke me up a couple of times. There are two different sounds and a switch to turn it off if is annoying. I tell you no regrets. The thing is you have to unscrew the lid to put the batteries in. So get a little screw driver since the screws are tiny. Is ok since is worth the effort to be safe. My neighbors hear it too. When the person knocked on my door the alarm sounded off and scared them away.,5.0,the best purchase i brought i had to get it cuz someone was knocking on my door and touching the door knob it was like times so i got a motion alarm that sounds off if anybody trys to break in and with this door knob alarm it works well with it if anybody touches my door knob or gets close to my door both alarms sounds off loud it woke me up a couple of times there are two different sounds and a switch to turn it off if is annoying i tell you no regrets the thing is you have to unscrew the lid to put the batteries in so get a little screw driver since the screws are tiny is ok since is worth the effort to be safe my neighbors hear it too when the person knocked on my door the alarm sounded off and scared them away,723
"Liked the option to removed both the internal dividers and the lid.  Don't need those for my application to add safe camera-carrying insert to my travel day bag.  Much better option that buying another $$$, bulky, camera-specific bag.  I like to travel light.<br /><br />Using a Sony a6400 body with an E-mount Sony 70-350mm lens.  Fits nice and snug.  Besides, this way I don't advertise to bag-snatching mopes that I am carrying expensive camera equipment.  (Unlike all the ""authentic"" camera bags.) My ""stealth mode"". :)",5.0,liked the option to removed both the internal dividers and the lid dont need those for my application to add safe cameracarrying insert to my travel day bag much better option that buying another bulky cameraspecific bag i like to travel lightbr br using a sony a body with an emount sony mm lens fits nice and snug besides this way i dont advertise to bagsnatching mopes that i am carrying expensive camera equipment unlike all the authentic camera bags my stealth mode,470
My husband had me order this for a business that he was doing work for.  He said that it works really well.,5.0,my husband had me order this for a business that he was doing work for he said that it works really well,104
"This tripod is really solid and stable with a lot of weight.  I even mounted my slider on top of it and i was not concerned with it tipping over, would take some wild winds to topple this thing and i didnt even add any weight or sand bags to stabilize it.<br /><br />The fluid head is nice and smooth and would work great for panning around or photographing fast moving subjects with a heavy lens",5.0,this tripod is really solid and stable with a lot of weight i even mounted my slider on top of it and i was not concerned with it tipping over would take some wild winds to topple this thing and i didnt even add any weight or sand bags to stabilize itbr br the fluid head is nice and smooth and would work great for panning around or photographing fast moving subjects with a heavy lens,386
worked Great,5.0,worked great,12
Have used this battery a ton and it works just as well as the one that came with my camera.,5.0,have used this battery a ton and it works just as well as the one that came with my camera,90
Perfect for when you don’t need a long cord.,5.0,perfect for when you dont need a long cord,42
Light weight keyboard and connects easily with surface,5.0,light weight keyboard and connects easily with surface,54
"Great case. The leather is smooth and thick, great quality. The blue is vibrant and fun in person. It also fits the latest Fire 10 HD Perfectly! I highly recommend this case for anyone who is a bit clumsy and would like extra protection for their new tablet.",5.0,great case the leather is smooth and thick great quality the blue is vibrant and fun in person it also fits the latest fire hd perfectly i highly recommend this case for anyone who is a bit clumsy and would like extra protection for their new tablet,249
"Great portable light stand! Clicks nicely into my larger Manfrotto stand, I love this! Makes the easier to pack.",5.0,great portable light stand clicks nicely into my larger manfrotto stand i love this makes the easier to pack,108
great product thanks,5.0,great product thanks,20
"This is a very simple and effective case. I was looking for a clear, hard case for a long time. The case fits great and I'm very pleased with my purchase",5.0,this is a very simple and effective case i was looking for a clear hard case for a long time the case fits great and im very pleased with my purchase,149
"Best calculator!! It’s easy to use and read the numbers. Perfect size to carry in my scrub pocket. Such a great value I bought two more, one for my house and another for my Mother in-law. So much better than using my phone because it doesn’t keep shutting off or need my password to use it.",5.0,best calculator its easy to use and read the numbers perfect size to carry in my scrub pocket such a great value i bought two more one for my house and another for my mother inlaw so much better than using my phone because it doesnt keep shutting off or need my password to use it,280
[[VIDEOID:783cf5e21e0041f82c1b1ea9024b8781]] Looks like nice foil for a decoration<br /><br />Seems pretty standard and the material is the normal material I’d expect for this.  Felt like the price matched the quality<br /><br />Overall I think it’s nice.  Seems easy to hang and looks nice overall,5.0,videoidcfeefcbeab looks like nice foil for a decorationbr br seems pretty standard and the material is the normal material id expect for this felt like the price matched the qualitybr br overall i think its nice seems easy to hang and looks nice overall,253
"My partner is using this to make his iPad his primary computer, and is very happy. Bought one for a family member,and it also enhanced her use of the iPad. Plan to get one myself, now that white ones are out to match my iPad. No issues with slipping strip that others have complained about. Have to insert the iPad properly. only negative is that I will have to give up my flip back Targus cover/stand when carrying this as a cover, and need a slip case to put them in. The Crown craft case works well.<br /><br />Update 6/2015<br />Have been using the Logitech Ultrathin Keyboard cover since 2012, when I received one as a gift. It changed my use of the iPad dramatically, it is now close to a laptop replacement much of the time. Now 3 years into it, it is wearing out. The iPad falls out backward, dangerously so, I have to be sure I don't leave it near the edge of a table lest it fall to the floor. I have always carried or packed the iPad with keyboard cover in an envelope case, and the only damage sustained was when it dropped out of the case to the floor. I do know someone who broke hers when it dropped off of the cover. Haven't put any skin covering on the iPad or case back, the iPad looks good the back of the keyboard a bit worn. The magnetic closure works well enough to position the closed case on the iPad, but I would not say it is strong enough to trust to stay closed.I can't see any magnet holding the iPad into the cover. Although I have been looking for other options, I probably will bite the bullet and get another one of these soon, as it seems to be the best combination of size, weight, usability and protection. Wouldn't consider going without a keyboard again.",5.0,my partner is using this to make his ipad his primary computer and is very happy bought one for a family memberand it also enhanced her use of the ipad plan to get one myself now that white ones are out to match my ipad no issues with slipping strip that others have complained about have to insert the ipad properly only negative is that i will have to give up my flip back targus coverstand when carrying this as a cover and need a slip case to put them in the crown craft case works wellbr br update br have been using the logitech ultrathin keyboard cover since when i received one as a gift it changed my use of the ipad dramatically it is now close to a laptop replacement much of the time now years into it it is wearing out the ipad falls out backward dangerously so i have to be sure i dont leave it near the edge of a table lest it fall to the floor i have always carried or packed the ipad with keyboard cover in an envelope case and the only damage sustained was when it dropped out of the case to the floor i do know someone who broke hers when it dropped off of the cover havent put any skin covering on the ipad or case back the ipad looks good the back of the keyboard a bit worn the magnetic closure works well enough to position the closed case on the ipad but i would not say it is strong enough to trust to stay closedi cant see any magnet holding the ipad into the cover although i have been looking for other options i probably will bite the bullet and get another one of these soon as it seems to be the best combination of size weight usability and protection wouldnt consider going without a keyboard again,1631
Outstanding item. Bought for my nikon p900.<br />I've lost many of those string attach type caps from strong winds or wear and tare. Solid and well made,5.0,outstanding item bought for my nikon pbr ive lost many of those string attach type caps from strong winds or wear and tare solid and well made,142
"These dual driver buds are a steal!  Fantastic quality earbuds with bargain price. The fit is very comfortable, and the sound is outstanding. It also comes with a little pouch for traveling and the burgundy appearance is attractive.",5.0,these dual driver buds are a steal fantastic quality earbuds with bargain price the fit is very comfortable and the sound is outstanding it also comes with a little pouch for traveling and the burgundy appearance is attractive,226
"best alarm clock ever for next to bed. the dimmer really dims a lot. I use to have to turn my clock face down before going to sleep, even with dimmer on, the nusmallmbers were in yellow. Red numbers are the best. Clock is easy to use in every way:small overall size, but very large numbers; no ridges on top side-not a dust collector; buttons not mushy, clearly marked and easy to use and radio works great. Great buy!",5.0,best alarm clock ever for next to bed the dimmer really dims a lot i use to have to turn my clock face down before going to sleep even with dimmer on the nusmallmbers were in yellow red numbers are the best clock is easy to use in every waysmall overall size but very large numbers no ridges on top sidenot a dust collector buttons not mushy clearly marked and easy to use and radio works great great buy,404
the best brand I know of.,5.0,the best brand i know of,24
"Sturdy, looks like it will last.",5.0,sturdy looks like it will last,30
"I couldn’t be happier with this purchase! I have my $500 Dyson Air Cool Fan hooked up to it, my $2,000.00 Samsung Q Series 4K HDTV and my Alexa Echo Studio also hooked up to it and I trust none of my stuff will fry or burn out. I’m always adding USB devices for charge and really enjoy the USB C because I have the latest and greatest MacBook Pro, iPhone 11 Pro Max & AirPod Pros and it charges them PERFECTLY! Highly recommended. Will be purchasing more, that’s a fact!",5.0,i couldnt be happier with this purchase i have my dyson air cool fan hooked up to it my samsung q series k hdtv and my alexa echo studio also hooked up to it and i trust none of my stuff will fry or burn out im always adding usb devices for charge and really enjoy the usb c because i have the latest and greatest macbook pro iphone pro max airpod pros and it charges them perfectly highly recommended will be purchasing more thats a fact,438
This is an excellent product and arrived promptly. I purchase extra insurance on it because it was such a good deal.,5.0,this is an excellent product and arrived promptly i purchase extra insurance on it because it was such a good deal,114
"The station was easy enough to set and the Bluetooth to connect. I found the ideal station at radio-locator and it transmits beautifully. The remote is a nicer feature than I thought it would be. It's handy, but it needs volume controls. It would also be nice if the buttons needed more force to click as it's really easy to press one while spinning the steering wheel. The main unit really needs a mini battery to just last a few seconds for when you bump the device and it disconnects.",5.0,the station was easy enough to set and the bluetooth to connect i found the ideal station at radiolocator and it transmits beautifully the remote is a nicer feature than i thought it would be its handy but it needs volume controls it would also be nice if the buttons needed more force to click as its really easy to press one while spinning the steering wheel the main unit really needs a mini battery to just last a few seconds for when you bump the device and it disconnects,477
"I have a MacMini among some of my computer devices. The MacMini's built-in ethernet port was only 1Gig, so I needed to find an adapter. This CableCreation dongle works perfectly with my Frontier Fiber Optic 2Gig connection! I consistently get 2,200Mbps down and up. Highly recommend this",5.0,i have a macmini among some of my computer devices the macminis builtin ethernet port was only gig so i needed to find an adapter this cablecreation dongle works perfectly with my frontier fiber optic gig connection i consistently get mbps down and up highly recommend this,273
"Shoot, what's to review? My daughter needed a longer cable for a printer I got her. I bought this one. It worked. Ta-daaaaaaaa... major technical issue conquered! (and at such a reasonable price, too!)",5.0,shoot whats to review my daughter needed a longer cable for a printer i got her i bought this one it worked tadaaaaaaaa major technical issue conquered and at such a reasonable price too,186
None,5.0,none,4
"My new mSata to Sata adapter box has a quality look and feel, which is appealing. It was easy for me to assemble with my mSata card, using the supplied Allen wrench and hex screws, taking me only minutes to complete, which I really liked. This can go inside a PC case attached to my PCs Sata cables and also I have tested this with my laptop using my own Sata to USB-A adapter, and works perfectly, as expected. I like this box mSata adapter, and recommend it.",5.0,my new msata to sata adapter box has a quality look and feel which is appealing it was easy for me to assemble with my msata card using the supplied allen wrench and hex screws taking me only minutes to complete which i really liked this can go inside a pc case attached to my pcs sata cables and also i have tested this with my laptop using my own sata to usba adapter and works perfectly as expected i like this box msata adapter and recommend it,448
Outstanding value.  I was very impressed with this laptop just setting it up.  I've used it on two trips now and am even more impressed.  I recommend this laptop especially if you prefer enhanced security features.,5.0,outstanding value i was very impressed with this laptop just setting it up ive used it on two trips now and am even more impressed i recommend this laptop especially if you prefer enhanced security features,206
Worked perfectly as intended keeping all my entertainment center cords contained and not an eyesore,5.0,worked perfectly as intended keeping all my entertainment center cords contained and not an eyesore,99
"Excellent quality, packing, and performance.  Very happy with them.",5.0,excellent quality packing and performance very happy with them,62
"Love, love, love this. Protects my camera body from hits, bang and drops. Would recommend this to all.",5.0,love love love this protects my camera body from hits bang and drops would recommend this to all,96
Perfect,5.0,perfect,7
Easy to hook up and was playing my games in no time.,5.0,easy to hook up and was playing my games in no time,51
"I tend to wear out cables right at the point where they attach to my device I’m charging.  These hold up much, much longer and don’t bend or fray easily.  It is a great product; a little more expensive maybe than other cables, but they last quite a bit longer.",5.0,i tend to wear out cables right at the point where they attach to my device im charging these hold up much much longer and dont bend or fray easily it is a great product a little more expensive maybe than other cables but they last quite a bit longer,250
"I enjoy having this in parts of my house that I can say “Alexa turn on the camera, turn off the...”. Also the plug in night light is great!  Comes on when it detects noise and or motion! I own a few of these and have zero regrets!",5.0,i enjoy having this in parts of my house that i can say alexa turn on the camera turn off the also the plug in night light is great comes on when it detects noise and or motion i own a few of these and have zero regrets,219
For the price you can't beat this laptop!  We work with large files and have to have many windows open at the same time.  This laptop is up to the task.  I've already bought 2 of these and will buy more :):),5.0,for the price you cant beat this laptop we work with large files and have to have many windows open at the same time this laptop is up to the task ive already bought of these and will buy more,192
"I was worried about the size of the keyboard cover, but when I received, it fits perfectly fine and the black one I got just matching up with my HP Pavilion 15.6""! Thanks for doing a good business!",5.0,i was worried about the size of the keyboard cover but when i received it fits perfectly fine and the black one i got just matching up with my hp pavilion thanks for doing a good business,187
Heavy duty case that will keep Kindle safe. Color orange is my favorite also.Would recommend to anyone looking for a durable case.,5.0,heavy duty case that will keep kindle safe color orange is my favorite alsowould recommend to anyone looking for a durable case,127
Simple and easy to use. Fast shipping.,5.0,simple and easy to use fast shipping,36
"I have the LG enV and these head phones sound great when listening to music and talking on the phone.  No can believe they are talking to me on a bluetooth devise.  The music sounds perfect for yard work, traveling or work.  The only issue is if you have phone in pocket the music cuts out if signal can not get to head phones - simple to correct by placing phone in shirt pocket.  Get them - you will not be disappointed.",5.0,i have the lg env and these head phones sound great when listening to music and talking on the phone no can believe they are talking to me on a bluetooth devise the music sounds perfect for yard work traveling or work the only issue is if you have phone in pocket the music cuts out if signal can not get to head phones simple to correct by placing phone in shirt pocket get them you will not be disappointed,408
Has some smears and cracks already not sure from where. Makes me wonder about it’s durability. I like the color,5.0,has some smears and cracks already not sure from where makes me wonder about its durability i like the color,108
I LOVE this thing. I haven't exactly figured out the different settings but I'm playing with it,5.0,i love this thing i havent exactly figured out the different settings but im playing with it,92
"I buy in bulk for my photography business but often half of them don’t work or won’t hold many photos. I came across these and ordered 20, so far they all work well and are pretty affordable for the quality",5.0,i buy in bulk for my photography business but often half of them dont work or wont hold many photos i came across these and ordered so far they all work well and are pretty affordable for the quality,199
"This is SO adorable and so easy to use! It took me less than 5 minutes to follow the instructions and apply this vinyl sticker to my MacBook! These would actually be cute on ANY computer (or, any other project like a picture frame, furniture, mirror, clipboard, etc) and is so easy you can change them up whenever you get the whim. There are no bubbles and it is heavy duty vinyl that sticks well to the surface. The decal was shipped in a large rigid cardboard package to keep it from being damaged and also included a detailed instruction sheet.  There is a cut out of the Apple logo but the decal is there in case you decide you want to use it on something else it is a full mandala.<br /><br />As I was aligning the pattern to the Apple logo on my MacBook I realized I was slightly off in judgement and was able to easily pull it off and reapply it in the right spot.  Definitely better than other brands I've used!  The design and quality are great, you get what you pay for!  I highly recommend this!<br /><br />I have included a few of my own product photos for you to see rather than relying on “stock” photos in the listing. *I received a sample of this item at a discount in return for an honest and unbiased review*",5.0,this is so adorable and so easy to use it took me less than minutes to follow the instructions and apply this vinyl sticker to my macbook these would actually be cute on any computer or any other project like a picture frame furniture mirror clipboard etc and is so easy you can change them up whenever you get the whim there are no bubbles and it is heavy duty vinyl that sticks well to the surface the decal was shipped in a large rigid cardboard package to keep it from being damaged and also included a detailed instruction sheet there is a cut out of the apple logo but the decal is there in case you decide you want to use it on something else it is a full mandalabr br as i was aligning the pattern to the apple logo on my macbook i realized i was slightly off in judgement and was able to easily pull it off and reapply it in the right spot definitely better than other brands ive used the design and quality are great you get what you pay for i highly recommend thisbr br i have included a few of my own product photos for you to see rather than relying on stock photos in the listing i received a sample of this item at a discount in return for an honest and unbiased review,1184
So far so good. The plug side (non usb side) has an extra level of protection. Has extra silicone plastic so it can outlast bending. The black is nice and the coiling makes it look a simple yet fancy.,5.0,so far so good the plug side non usb side has an extra level of protection has extra silicone plastic so it can outlast bending the black is nice and the coiling makes it look a simple yet fancy,194
"Well, I wish the cord is longer.",5.0,well i wish the cord is longer,30
works great and very good price,5.0,works great and very good price,31
LOVE this. Is lightweight and fits with my camera strap.,5.0,love this is lightweight and fits with my camera strap,54
This item was exactly as I expected. It is well made and I use it everyday.,5.0,this item was exactly as i expected it is well made and i use it everyday,73
The only complaint I have is that connecting two devices doesn't work very well.,5.0,the only complaint i have is that connecting two devices doesnt work very well,78
Arrived as specified in description.,5.0,arrived as specified in description,35
LOVELY&#62;,5.0,lovely,6
This is a great solution for keeping your cables and wires neat and hidden.,5.0,this is a great solution for keeping your cables and wires neat and hidden,74
"Didn't know what kind of quality the case would be, but it is actually a really nice, actual leather, pretty thin and protective case.<br /><br />The screen protector is anti-glare/matte which I don't remember it saying (bought a separate screen protector that was clear instead later on), but easy to put install for me.<br /><br />The ear buds have a microphone which will be really nice to use for making regular phone calls using skype or google.<br /><br />The Note has GPS so the car charger has been great when I use it while driving.<br /><br />Great value for everything that so far seems to be really descent quality.",5.0,didnt know what kind of quality the case would be but it is actually a really nice actual leather pretty thin and protective casebr br the screen protector is antiglarematte which i dont remember it saying bought a separate screen protector that was clear instead later on but easy to put install for mebr br the ear buds have a microphone which will be really nice to use for making regular phone calls using skype or googlebr br the note has gps so the car charger has been great when i use it while drivingbr br great value for everything that so far seems to be really descent quality,588
"Conveniently, my trusty laptop's monitor gave out.  I ended up connecting this monitor to it's external port and WOW!  It's brighter than my laptop screen and has more color.  I cannot use my laptop near a window with the sun shining in.  With this monitor I can due to the brightness and matte finish.<br /><br />It's native resolution is 1920 x 1080 which is exactly what I want.<br /><br />The only issue I have is that it does not have an HDMI port.  I had to get an HDMI to DVI cable to work.  I considered docking the score for that, but it's closer to 5 star than 4 star IMO",5.0,conveniently my trusty laptops monitor gave out i ended up connecting this monitor to its external port and wow its brighter than my laptop screen and has more color i cannot use my laptop near a window with the sun shining in with this monitor i can due to the brightness and matte finishbr br its native resolution is x which is exactly what i wantbr br the only issue i have is that it does not have an hdmi port i had to get an hdmi to dvi cable to work i considered docking the score for that but its closer to star than star imo,534
Perfect cover for Kindle Fire HD 7&#34;.  Turns the device on when opened; turns the device off when closed.  Folds to allow hands-free reading.  Good-looking and the price is right.,5.0,perfect cover for kindle fire hd turns the device on when opened turns the device off when closed folds to allow handsfree reading goodlooking and the price is right,165
"Nott only a keyboard, but a cover for your iPad.  Offers great protection and easy typing.  It also pairs easily with the iPad.",5.0,nott only a keyboard but a cover for your ipad offers great protection and easy typing it also pairs easily with the ipad,121
Great for my iPad. Love the longer length of this cord.,5.0,great for my ipad love the longer length of this cord,53
it's good and solid.  It works.,5.0,its good and solid it works,27
The sound quality is excellent. Very easy to connect to my phone. Well worth the price.,5.0,the sound quality is excellent very easy to connect to my phone well worth the price,84
Nice combo...gave me 11 local stations,5.0,nice combogave me local stations,32
Used for work. No complaints yet.,5.0,used for work no complaints yet,31
"Works great, no problems !",5.0,works great no problems,23
"Using it thru hot weather so far,  good. On one speed all way has not use 2,3 speed yet.  Mean it's give good enough for 1 speed set.",5.0,using it thru hot weather so far good on one speed all way has not use speed yet mean its give good enough for speed set,120
it works,5.0,it works,8
Very easy to use and great video quality,5.0,very easy to use and great video quality,40
love em,5.0,love em,7
So far its durable and I work in a factory<br /> The many ways to listen to music are great and the remote is very functional and easy,5.0,so far its durable and i work in a factorybr the many ways to listen to music are great and the remote is very functional and easy,130
"Fantastic stands! I think these are better than the ones you’re seeing for double or triple the price. They’re sturdy with a wide heavy base, perfect height sitting at around ear level when seated and the speakers sit very snugly. The fact that you can hide the wire is sweet too! These are awesome. I’m glad I purchased these and would highly recommend.",5.0,fantastic stands i think these are better than the ones youre seeing for double or triple the price theyre sturdy with a wide heavy base perfect height sitting at around ear level when seated and the speakers sit very snugly the fact that you can hide the wire is sweet too these are awesome im glad i purchased these and would highly recommend,344
This is my 2nd Firestick using at two different locations. So easy to install and search by Alexa voice.,5.0,this is my nd firestick using at two different locations so easy to install and search by alexa voice,101
"This thermostat is made by Honeywell.  My existing 'dumb (bare-bones)' thermostat was also made by Honeywell, so the wiring configuration was identical, which made installation a breeze.  The thermostat is very low-profile and blends nicely with my white walls.  It's smart, so it analyzes the homeowner's usage patterns and makes recommendations, accordingly.  I like the wi-fi feature that allows me to control the temperature of the house when I am away from home.  I think this thermostat is a great value.",5.0,this thermostat is made by honeywell my existing dumb barebones thermostat was also made by honeywell so the wiring configuration was identical which made installation a breeze the thermostat is very lowprofile and blends nicely with my white walls its smart so it analyzes the homeowners usage patterns and makes recommendations accordingly i like the wifi feature that allows me to control the temperature of the house when i am away from home i think this thermostat is a great value,486
Thanks,5.0,thanks,6
I just thought I needed to buy a brand new phone set! Turns out buying the cheap rechargeable batteries are not the answer. So I've gone back to the name brand for the phone and all three phones are working like a champ now!,5.0,i just thought i needed to buy a brand new phone set turns out buying the cheap rechargeable batteries are not the answer so ive gone back to the name brand for the phone and all three phones are working like a champ now,220
"I am hesitant to buy an Apple product, but it was on sale. I have enjoyed it, it has performed well. I still wouldn't buy a phone from them, but am happy with this purchase.",5.0,i am hesitant to buy an apple product but it was on sale i have enjoyed it it has performed well i still wouldnt buy a phone from them but am happy with this purchase,166
Product works well and customer service was fantastic.<br /><br />First one I received may have had a defect in the metal collar around the ball as it snapped when I tried to tighten the screw.  Customer service quickly replaced the item and second one works with no problems at all.  5 stars for customer support and usefulness of your product.<br /><br />I would recommend changing the t-handle type screw with a round knurled type screw as the ears on the t-handle may interfere with the magnet base.,5.0,product works well and customer service was fantasticbr br first one i received may have had a defect in the metal collar around the ball as it snapped when i tried to tighten the screw customer service quickly replaced the item and second one works with no problems at all stars for customer support and usefulness of your productbr br i would recommend changing the thandle type screw with a round knurled type screw as the ears on the thandle may interfere with the magnet base,480
Just the right fit for my granddaughter!  My granddaughter's earphones were always slipping out of her ears & making it a nuisance to keep putting them back in her ears! How irritating-you want to just give up.  These are perfect for a smaller ear!  They are very cool looking & she gets great clear sound. The earphones block outside sound & you get no static or interruptions. I tried these out & really they worked fine for me too! I need to buy another set for me.  I did receive these at a reduced cost for an honest opinion!  Thank You!,5.0,just the right fit for my granddaughter my granddaughters earphones were always slipping out of her ears making it a nuisance to keep putting them back in her ears how irritatingyou want to just give up these are perfect for a smaller ear they are very cool looking she gets great clear sound the earphones block outside sound you get no static or interruptions i tried these out really they worked fine for me too i need to buy another set for me i did receive these at a reduced cost for an honest opinion thank you,517
"I got into the Meross ecosystem about 6 months ago when I installed the Meross smart garage devices for my two garage doors. Ever since I’ve been delighted with everything they offer. So when I saw they had this smart power strip available, I had to try it. It has been a great purchase and fit my needs nicely.<br />To start, make no mistake, it is larger than your typical (non-smart) power strip, but that’s the trade off for the additional functionality. And really,.. it’s not THAT big. I will say though that it does seem to be built well. The four outlets are individually controllable by app or voice assistant, but the four USB ports are controlled as a group. Not a problem for me, but worth noting. I’ll also mention that the outlets themselves emit an audible ‘click’ when turning on or off, but the USB’s are silent. Again, not an issue, but worth mentioning. Getting it paired with Alexa was easy enough, but I did have a slight problem with it trying to default to Apple Home Kit instead of Alexa. I’m not sure if that’s an issue with this device or Alexa. In any case, it worked fine after a few minutes.<br />Overall I’m very pleased and I’m looking forward to other new Meross products!",5.0,i got into the meross ecosystem about months ago when i installed the meross smart garage devices for my two garage doors ever since ive been delighted with everything they offer so when i saw they had this smart power strip available i had to try it it has been a great purchase and fit my needs nicelybr to start make no mistake it is larger than your typical nonsmart power strip but thats the trade off for the additional functionality and really its not that big i will say though that it does seem to be built well the four outlets are individually controllable by app or voice assistant but the four usb ports are controlled as a group not a problem for me but worth noting ill also mention that the outlets themselves emit an audible click when turning on or off but the usbs are silent again not an issue but worth mentioning getting it paired with alexa was easy enough but i did have a slight problem with it trying to default to apple home kit instead of alexa im not sure if thats an issue with this device or alexa in any case it worked fine after a few minutesbr overall im very pleased and im looking forward to other new meross products,1153
"We purchased this laptop to be able to handle more sophisticated games for family use (parents plus teen). It had all of the specified features and capabilities out of the box; no complaints there. Build quality appears to be high standard.<br />Like many gaming machines, it does get warm when playing intensive graphics.<br />The keyboard font is right out of The Terminator which is funny. The MSI graphics and logo are distinctive and appealing.",5.0,we purchased this laptop to be able to handle more sophisticated games for family use parents plus teen it had all of the specified features and capabilities out of the box no complaints there build quality appears to be high standardbr like many gaming machines it does get warm when playing intensive graphicsbr the keyboard font is right out of the terminator which is funny the msi graphics and logo are distinctive and appealing,433
"This was my second purchase.  We have one in our bedroom and child needed one in theirs so we got a another of these since we enjoyed the first one so much.  There are just so many handy features and the projection works great.  I have had no issues at all with either of them and the first one we have had for years, the second one just a few months.",5.0,this was my second purchase we have one in our bedroom and child needed one in theirs so we got a another of these since we enjoyed the first one so much there are just so many handy features and the projection works great i have had no issues at all with either of them and the first one we have had for years the second one just a few months,343
So soft and cute,5.0,so soft and cute,16
"I have been looking for a keyboard like this for a long time. I love the low soft keys, and it's very easy to type on. It's also very quiet, and that's a plus too.",5.0,i have been looking for a keyboard like this for a long time i love the low soft keys and its very easy to type on its also very quiet and thats a plus too,155
Good product. Comfortable and sturdy. Looks good too.,5.0,good product comfortable and sturdy looks good too,50
This fit perfectly! I love this band way more than the original for my Versa 2,5.0,this fit perfectly i love this band way more than the original for my versa,75
I honestly can't believe this thing is this nice for the sub $100 price tag.,5.0,i honestly cant believe this thing is this nice for the sub price tag,69
